"2006","A & N ISLANDS","NICOBAR","0"
"2003","GUJARAT","RAJKOT RURAL","47"
"2003","GUJARAT","JUNAGADH","39"
"2003","GUJARAT","DAHOD","39"
"2003","GUJARAT","PANCHMAHAL","37"
"2001","MADHYA PRADESH","VIDISHA","35"
"2001","MADHYA PRADESH","GUNA","35"
"2007","A & N ISLANDS","A and N ISLANDS","11"
"2008","A & N ISLANDS","ANDAMAN","15"
"2008","A & N ISLANDS","NICOBAR","0"
"2011","PUNJAB","BATALA","10"
"2011","PUNJAB","CP JALANDHAR","10"
"2009","A & N ISLANDS","ANDAMAN","12"
"2001","MADHYA PRADESH","GUNA","35"
"2001","MADHYA PRADESH","SHAJAPUR","35"
"2002","MADHYA PRADESH","JHABUA","78"
"2002","MADHYA PRADESH","JHABUA","78"
"2002","MADHYA PRADESH","RAJGARH","56"
"2011","PUNJAB","AMRITSAR","8"
"2011","PUNJAB","CP LUDHIANA","7"
"2011","PUNJAB","FEROZPUR","7"
"2011","PUNJAB","FEROZPUR","7"
"2011","PUNJAB","JALANDHAR","6"
"2011","PUNJAB","MOGA","5"
"2011","PUNJAB","HOSHIARPUR","5"
"2011","PUNJAB","CP AMRITSAR","4"
"2009","A & N ISLANDS","NICOBAR","0"
"2010","A & N ISLANDS","ANDAMAN","11"
"2010","A & N ISLANDS","NICOBAR","1"
"2011","PUNJAB","LUDHIANA","4"
"2003","GUJARAT","BHAVNAGAR","35"
"2003","GUJARAT","JAMNAGAR","29"
"2003","GUJARAT","BHARUCH","26"
"2012","PUNJAB","JALANDHAR RURAL","13"
"2011","A & N ISLANDS","ANDAMAN","6"
"2002","MADHYA PRADESH","RAJGARH","56"
"2002","MADHYA PRADESH","UJJAIN","50"
"2012","PUNJAB","FEROZPUR","8"
"2003","GUJARAT","HIMATNAGAR","23"
"2003","GUJARAT","VADODARA COMMR.","20"
"2003","GUJARAT","PALANPUR","18"
"2003","GUJARAT","VADODARA RURAL","18"
"2004","GUJARAT","PANCHMAHAL","33"
"2012","PUNJAB","FEROZPUR","8"
"2002","MADHYA PRADESH","SAGAR","43"
"2004","GUJARAT","BHAVNAGAR","32"
"2004","GUJARAT","BHARUCH","29"
"2011","A & N ISLANDS","NICOBAR","0"
"2012","A & N ISLANDS","SOUTH","4"
"2012","PUNJAB","CP AMRITSAR","6"
"2012","A & N ISLANDS","NORTH","0"
"2012","A & N ISLANDS","CAR","0"
"2004","GUJARAT","JUNAGADH","26"
"2004","GUJARAT","DAHOD","21"
"2012","PUNJAB","MOGA","5"
"2001","ANDHRA PRADESH","KHAMMAM","73"
"2012","PUNJAB","MANSA","5"
"2012","PUNJAB","CP LUDHIANA","5"
"2012","PUNJAB","CP JALANDHAR","5"
"2004","GUJARAT","HIMATNAGAR","19"
"2002","MADHYA PRADESH","DEWAS","43"
"2002","MADHYA PRADESH","SAGAR","43"
"2001","ANDHRA PRADESH","NALGONDA","72"
"2012","PUNJAB","ROPAR","4"
"2012","PUNJAB","PATIALA","4"
"2004","GUJARAT","AMRELI","18"
"2002","MADHYA PRADESH","SHAJAPUR","39"
"2002","MADHYA PRADESH","GUNA","38"
"2002","MADHYA PRADESH","GUNA","38"
"2002","MADHYA PRADESH","TIKAMGARH","38"
"2004","GUJARAT","ANAND","16"
"2004","GUJARAT","VADODARA COMMR.","16"
"2003","MADHYA PRADESH","VIDISHA","60"
"2012","PUNJAB","BHATINDA","4"
"2012","PUNJAB","BATALA","4"
"2004","GUJARAT","PALANPUR","16"
"2005","GUJARAT","BHAVNAGAR","41"
"2005","GUJARAT","PATAN","23"
"2005","GUJARAT","RAJKOT RURAL","20"
"2005","GUJARAT","JUNAGADH","17"
"2005","GUJARAT","HIMATNAGAR","16"
"2005","GUJARAT","GANDHINAGAR","16"
"2005","GUJARAT","PANCHMAHAL","16"
"2005","GUJARAT","AMRELI","15"
"2005","GUJARAT","PALANPUR","14"
"2005","GUJARAT","DAHOD","14"
"2001","ANDHRA PRADESH","ANANTAPUR","69"
"2001","RAJASTHAN","SIKAR","64"
"2001","RAJASTHAN","JAIPUR","63"
"2001","RAJASTHAN","CHITTORGARH","59"
"2001","RAJASTHAN","BHARATPUR","59"
"2003","MADHYA PRADESH","JHABUA","47"
"2003","MADHYA PRADESH","JHABUA","47"
"2003","MADHYA PRADESH","DHAR","46"
"2001","ANDHRA PRADESH","ANANTAPUR","69"
"2006","GUJARAT","VADODARA COMMR.","31"
"2006","GUJARAT","BHAVNAGAR","30"
"2006","GUJARAT","PANCHMAHAL","20"
"2006","GUJARAT","KUTCH","18"
"2006","GUJARAT","RAJKOT RURAL","16"
"2001","ANDHRA PRADESH","RANGA REDDY","67"
"2001","RAJASTHAN","JHALAWAR","55"
"2003","MADHYA PRADESH","UJJAIN","44"
"2001","RAJASTHAN","BANSWARA","51"
"2001","RAJASTHAN","UDAIPUR","51"
"2001","RAJASTHAN","BARAN","47"
"2006","GUJARAT","AHMEDABAD RURAL","15"
"2001","RAJASTHAN","ALWAR","44"
"2001","RAJASTHAN","KOTA","43"
"2002","RAJASTHAN","JAIPUR","65"
"2001","ANDHRA PRADESH","RANGA REDDY","67"
"2003","MADHYA PRADESH","INDORE","42"
"2003","MADHYA PRADESH","SAGAR","35"
"2003","MADHYA PRADESH","RAJGARH","35"
"2002","RAJASTHAN","BANSWARA","62"
"2002","RAJASTHAN","UDAIPUR","62"
"2002","RAJASTHAN","CHITTORGARH","60"
"2002","RAJASTHAN","BHARATPUR","59"
"2002","RAJASTHAN","JHALAWAR","57"
"2001","ANDHRA PRADESH","NELLORE","65"
"2001","ANDHRA PRADESH","KRISHNA","62"
"2003","MADHYA PRADESH","RAJGARH","35"
"2003","MADHYA PRADESH","SAGAR","35"
"2006","GUJARAT","BHARUCH","15"
"2006","GUJARAT","ANAND","14"
"2001","ANDHRA PRADESH","PRAKASHAM","43"
"2001","ANDHRA PRADESH","GUNTUR","43"
"2006","GUJARAT","DAHOD","14"
"2001","ANDHRA PRADESH","PRAKASHAM","43"
"2004","MADHYA PRADESH","RAJGARH","85"
"2006","GUJARAT","VADODARA RURAL","14"
"2007","GUJARAT","BHAVNAGAR","30"
"2007","GUJARAT","JAMNAGAR","27"
"2007","GUJARAT","PALANPUR","22"
"2004","MADHYA PRADESH","RAJGARH","85"
"2004","MADHYA PRADESH","JABALPUR","46"
"2004","MADHYA PRADESH","JHABUA","42"
"2004","MADHYA PRADESH","JHABUA","42"
"2004","MADHYA PRADESH","DEWAS","40"
"2002","ANDHRA PRADESH","RANGA REDDY","81"
"2002","ANDHRA PRADESH","RANGA REDDY","81"
"2007","GUJARAT","JUNAGADH","21"
"2007","GUJARAT","RAJKOT COMMR.","19"
"2007","GUJARAT","DAHOD","18"
"2007","GUJARAT","AHMEDABAD RURAL","17"
"2002","ANDHRA PRADESH","NALGONDA","78"
"2004","MADHYA PRADESH","SHAJAPUR","35"
"2004","MADHYA PRADESH","REWA","31"
"2007","GUJARAT","KHEDA NORTH","17"
"2007","GUJARAT","VADODARA RURAL","15"
"2007","GUJARAT","ANAND","15"
"2002","ANDHRA PRADESH","MAHABOOBNAGAR","74"
"2002","ANDHRA PRADESH","NELLORE","58"
"2002","ANDHRA PRADESH","MEDAK","57"
"2002","ANDHRA PRADESH","ANANTAPUR","57"
"2007","GUJARAT","PANCHMAHAL","15"
"2004","MADHYA PRADESH","INDORE","30"
"2004","MADHYA PRADESH","UJJAIN","29"
"2002","ANDHRA PRADESH","ANANTAPUR","57"
"2005","MADHYA PRADESH","RAJGARH","54"
"2005","MADHYA PRADESH","RAJGARH","54"
"2008","GUJARAT","BHARUCH","41"
"2008","GUJARAT","DAHOD","31"
"2008","GUJARAT","PANCHMAHAL","27"
"2008","GUJARAT","JUNAGADH","25"
"2008","GUJARAT","KHEDA NORTH","23"
"2005","MADHYA PRADESH","JHABUA","42"
"2002","ANDHRA PRADESH","KARIMNAGAR","52"
"2008","GUJARAT","PALANPUR","23"
"2008","GUJARAT","HIMATNAGAR","17"
"2008","GUJARAT","VADODARA RURAL","16"
"2008","GUJARAT","JAMNAGAR","15"
"2008","GUJARAT","ANAND","14"
"2008","GUJARAT","KUTCH","14"
"2009","GUJARAT","PANCHMAHAL","26"
"2009","GUJARAT","JUNAGADH","21"
"2009","GUJARAT","PALANPUR","18"
"2009","GUJARAT","BHARUCH","18"
"2009","GUJARAT","BHAVNAGAR","15"
"2009","GUJARAT","RAJKOT RURAL","14"
"2009","GUJARAT","DAHOD","13"
"2009","GUJARAT","KHEDA NORTH","12"
"2009","GUJARAT","RAJKOT COMMR.","10"
"2009","GUJARAT","HIMATNAGAR","9"
"2010","GUJARAT","PALANPUR","22"
"2010","GUJARAT","JUNAGADH","21"
"2005","MADHYA PRADESH","JHABUA","42"
"2005","MADHYA PRADESH","DEWAS","37"
"2002","ANDHRA PRADESH","KHAMMAM","52"
"2003","ANDHRA PRADESH","EAST GODAVARI","71"
"2003","ANDHRA PRADESH","GUNTUR","69"
"2005","MADHYA PRADESH","DHAR","37"
"2003","ANDHRA PRADESH","MAHABOOBNAGAR","69"
"2010","GUJARAT","BHARUCH","19"
"2010","GUJARAT","VADODARA RURAL","18"
"2010","GUJARAT","PANCHMAHAL","17"
"2003","ANDHRA PRADESH","HYDERABAD CITY","68"
"2010","GUJARAT","RAJKOT COMMR.","17"
"2010","GUJARAT","ANAND","16"
"2010","GUJARAT","BHAVNAGAR","15"
"2005","MADHYA PRADESH","INDORE","32"
"2005","MADHYA PRADESH","MANDSAUR","32"
"2003","ANDHRA PRADESH","NELLORE","67"
"2010","GUJARAT","DAHOD","12"
"2003","ANDHRA PRADESH","MEDAK","60"
"2005","MADHYA PRADESH","REWA","30"
"2003","ANDHRA PRADESH","WEST GODAVARI","54"
"2003","ANDHRA PRADESH","KARIMNAGAR","48"
"2003","ANDHRA PRADESH","KRISHNA","48"
"2010","GUJARAT","KUTCH","10"
"2003","ANDHRA PRADESH","NALGONDA","46"
"2004","ANDHRA PRADESH","NALGONDA","69"
"2004","ANDHRA PRADESH","KARIMNAGAR","64"
"2004","ANDHRA PRADESH","NELLORE","62"
"2004","ANDHRA PRADESH","RANGA REDDY","60"
"2004","ANDHRA PRADESH","RANGA REDDY","60"
"2010","GUJARAT","RAJKOT RURAL","10"
"2005","MADHYA PRADESH","SAGAR","29"
"2005","MADHYA PRADESH","SAGAR","29"
"2005","MADHYA PRADESH","UJJAIN","29"
"2011","GUJARAT","PALANPUR","25"
"2011","GUJARAT","DAHOD","21"
"2011","GUJARAT","PATAN","20"
"2011","GUJARAT","PANCHMAHAL","18"
"2004","ANDHRA PRADESH","GUNTUR","58"
"2004","ANDHRA PRADESH","MEDAK","55"
"2004","ANDHRA PRADESH","ANANTAPUR","51"
"2004","ANDHRA PRADESH","ANANTAPUR","51"
"2004","ANDHRA PRADESH","KURNOOL","48"
"2005","ANDHRA PRADESH","KARIMNAGAR","65"
"2005","ANDHRA PRADESH","NALGONDA","62"
"2005","ANDHRA PRADESH","GUNTUR","61"
"2005","ANDHRA PRADESH","ANANTAPUR","59"
"2006","MADHYA PRADESH","RAJGARH","49"
"2006","MADHYA PRADESH","TIKAMGARH","49"
"2006","MADHYA PRADESH","RAJGARH","49"
"2005","ANDHRA PRADESH","ANANTAPUR","59"
"2006","MADHYA PRADESH","SAGAR","43"
"2006","MADHYA PRADESH","SAGAR","43"
"2006","MADHYA PRADESH","INDORE","43"
"2006","MADHYA PRADESH","SHIVPURI","37"
"2006","MADHYA PRADESH","UJJAIN","35"
"2006","MADHYA PRADESH","SHAJAPUR","33"
"2006","MADHYA PRADESH","DHAR","33"
"2005","ANDHRA PRADESH","MAHABOOBNAGAR","57"
"2005","ANDHRA PRADESH","KHAMMAM","48"
"2005","ANDHRA PRADESH","WARANGAL","45"
"2005","ANDHRA PRADESH","KRISHNA","45"
"2005","ANDHRA PRADESH","RANGA REDDY","42"
"2005","ANDHRA PRADESH","RANGA REDDY","42"
"2007","MADHYA PRADESH","RAJGARH","87"
"2007","MADHYA PRADESH","RAJGARH","87"
"2007","MADHYA PRADESH","INDORE","61"
"2007","MADHYA PRADESH","SAGAR","56"
"2007","MADHYA PRADESH","SAGAR","56"
"2006","ANDHRA PRADESH","GUNTUR","73"
"2006","ANDHRA PRADESH","NALGONDA","73"
"2006","ANDHRA PRADESH","MEDAK","72"
"2006","ANDHRA PRADESH","WARANGAL","70"
"2006","ANDHRA PRADESH","NELLORE","68"
"2007","MADHYA PRADESH","SHIVPURI","33"
"2006","ANDHRA PRADESH","KRISHNA","60"
"2006","ANDHRA PRADESH","MAHABOOBNAGAR","53"
"2006","ANDHRA PRADESH","KARIMNAGAR","45"
"2006","ANDHRA PRADESH","CYBERABAD","43"
"2007","MADHYA PRADESH","TIKAMGARH","32"
"2007","MADHYA PRADESH","DHAR","30"
"2006","ANDHRA PRADESH","ANANTAPUR","41"
"2006","ANDHRA PRADESH","ANANTAPUR","41"
"2007","MADHYA PRADESH","MANDSAUR","30"
"2007","MADHYA PRADESH","JHABUA","27"
"2007","MADHYA PRADESH","JHABUA","27"
"2008","MADHYA PRADESH","INDORE","55"
"2007","ANDHRA PRADESH","PRAKASHAM","122"
"2007","ANDHRA PRADESH","PRAKASHAM","122"
"2007","ANDHRA PRADESH","NALGONDA","82"
"2008","MADHYA PRADESH","RAJGARH","50"
"2008","MADHYA PRADESH","RAJGARH","50"
"2008","MADHYA PRADESH","SAGAR","47"
"2008","MADHYA PRADESH","SAGAR","47"
"2007","ANDHRA PRADESH","MAHABOOBNAGAR","77"
"2007","ANDHRA PRADESH","GUNTUR","77"
"2007","ANDHRA PRADESH","CYBERABAD","74"
"2008","MADHYA PRADESH","DEWAS","41"
"2007","ANDHRA PRADESH","MEDAK","66"
"2007","ANDHRA PRADESH","WARANGAL","63"
"2007","ANDHRA PRADESH","NELLORE","59"
"2007","ANDHRA PRADESH","KARIMNAGAR","55"
"2008","ANDHRA PRADESH","PRAKASHAM","124"
"2008","MADHYA PRADESH","SHIVPURI","37"
"2008","MADHYA PRADESH","BHOPAL","35"
"2008","MADHYA PRADESH","SHAJAPUR","34"
"2008","MADHYA PRADESH","UJJAIN","34"
"2009","MADHYA PRADESH","RAJGARH","61"
"2009","MADHYA PRADESH","RAJGARH","61"
"2008","ANDHRA PRADESH","PRAKASHAM","124"
"2009","MADHYA PRADESH","INDORE","40"
"2008","ANDHRA PRADESH","NALGONDA","77"
"2009","MADHYA PRADESH","DHAR","33"
"2009","MADHYA PRADESH","SHAJAPUR","33"
"2009","MADHYA PRADESH","UJJAIN","31"
"2009","MADHYA PRADESH","CHHATARPUR","28"
"2009","MADHYA PRADESH","SAGAR","27"
"2009","MADHYA PRADESH","SAGAR","27"
"2009","MADHYA PRADESH","CHHINDWARA","26"
"2009","MADHYA PRADESH","SHIVPURI","26"
"2010","MADHYA PRADESH","RAJGARH","51"
"2010","MADHYA PRADESH","RAJGARH","51"
"2010","MADHYA PRADESH","INDORE","41"
"2010","MADHYA PRADESH","DHAR","33"
"2010","MADHYA PRADESH","UJJAIN","33"
"2002","RAJASTHAN","SIKAR","49"
"2002","RAJASTHAN","ALWAR","47"
"2002","RAJASTHAN","JODHPUR","46"
"2002","RAJASTHAN","JHUNJHUNU","45"
"2003","RAJASTHAN","JAIPUR","54"
"2003","RAJASTHAN","JODHPUR","46"
"2003","RAJASTHAN","CHITTORGARH","43"
"2003","RAJASTHAN","UDAIPUR","42"
"2003","RAJASTHAN","JHALAWAR","42"
"2003","RAJASTHAN","BHARATPUR","41"
"2003","RAJASTHAN","ALWAR","40"
"2003","RAJASTHAN","PALI","36"
"2003","RAJASTHAN","BANSWARA","31"
"2003","RAJASTHAN","SIKAR","29"
"2004","RAJASTHAN","UDAIPUR","52"
"2004","RAJASTHAN","JODHPUR","52"
"2004","RAJASTHAN","JHALAWAR","49"
"2004","RAJASTHAN","BHARATPUR","44"
"2004","RAJASTHAN","CHITTORGARH","40"
"2004","RAJASTHAN","KOTA","39"
"2004","RAJASTHAN","JAIPUR","35"
"2004","RAJASTHAN","PALI","35"
"2004","RAJASTHAN","BARMER","33"
"2004","RAJASTHAN","JHUNJHUNU","31"
"2005","RAJASTHAN","JHALAWAR","53"
"2011","GUJARAT","JUNAGADH","16"
"2008","ANDHRA PRADESH","GUNTUR","74"
"2010","MADHYA PRADESH","DEWAS","31"
"2005","RAJASTHAN","JAIPUR","47"
"2011","GUJARAT","BHAVNAGAR","15"
"2005","RAJASTHAN","SIKAR","37"
"2005","RAJASTHAN","CHITTORGARH","36"
"2008","ANDHRA PRADESH","KARIMNAGAR","56"
"2010","MADHYA PRADESH","SAGAR","28"
"2008","ANDHRA PRADESH","MAHABOOBNAGAR","56"
"2011","GUJARAT","MEHSANA","15"
"2011","GUJARAT","RAJKOT COMMR.","12"
"2005","RAJASTHAN","JHUNJHUNU","33"
"2005","RAJASTHAN","BHARATPUR","32"
"2008","ANDHRA PRADESH","NELLORE","52"
"2008","ANDHRA PRADESH","NIZAMABAD","47"
"2008","ANDHRA PRADESH","EAST GODAVARI","47"
"2008","ANDHRA PRADESH","NIZAMABAD","47"
"2011","GUJARAT","ANAND","11"
"2010","MADHYA PRADESH","SAGAR","28"
"2009","ANDHRA PRADESH","NALGONDA","97"
"2009","ANDHRA PRADESH","KARIMNAGAR","75"
"2009","ANDHRA PRADESH","MAHABOOBNAGAR","73"
"2011","GUJARAT","RAJKOT RURAL","11"
"2012","GUJARAT","PALANPUR","21"
"2010","MADHYA PRADESH","VIDISHA","28"
"2010","MADHYA PRADESH","REWA","27"
"2011","MADHYA PRADESH","RAJGARH","55"
"2005","RAJASTHAN","UDAIPUR","29"
"2011","MADHYA PRADESH","RAJGARH","55"
"2005","RAJASTHAN","ALWAR","27"
"2009","ANDHRA PRADESH","GUNTUR","72"
"2012","GUJARAT","PANCHMAHAL","20"
"2005","RAJASTHAN","BHILWARA","27"
"2011","MADHYA PRADESH","INDORE","41"
"2009","ANDHRA PRADESH","CYBERABAD","71"
"2011","MADHYA PRADESH","UJJAIN","37"
"2005","RAJASTHAN","NAGAUR","25"
"2011","MADHYA PRADESH","DEWAS","33"
"2011","MADHYA PRADESH","GWALIOR","28"
"2009","ANDHRA PRADESH","WEST GODAVARI","61"
"2012","GUJARAT","DAHOD","20"
"2012","GUJARAT","JUNAGADH","19"
"2012","GUJARAT","BHAVNAGAR","19"
"2012","GUJARAT","MEHSANA","18"
"2011","MADHYA PRADESH","SIHORE","27"
"2009","ANDHRA PRADESH","MEDAK","54"
"2009","ANDHRA PRADESH","NIZAMABAD","49"
"2011","MADHYA PRADESH","DHAR","27"
"2012","GUJARAT","VADODARA RURAL","17"
"2009","ANDHRA PRADESH","NIZAMABAD","49"
"2006","RAJASTHAN","JAIPUR RURAL","42"
"2009","ANDHRA PRADESH","KURNOOL","46"
"2010","ANDHRA PRADESH","CYBERABAD","61"
"2006","RAJASTHAN","CHITTORGARH","34"
"2012","GUJARAT","AHMEDABAD COMMR.","16"
"2011","MADHYA PRADESH","SAGAR","26"
"2010","ANDHRA PRADESH","MEDAK","58"
"2010","ANDHRA PRADESH","NALGONDA","57"
"2006","RAJASTHAN","UDAIPUR","32"
"2012","GUJARAT","SURENDRANAGAR","14"
"2012","GUJARAT","RAJKOT RURAL","12"
"2001","HARYANA","KAITHAL","28"
"2006","RAJASTHAN","SIKAR","31"
"2006","RAJASTHAN","JHALAWAR","30"
"2011","MADHYA PRADESH","HOSHANGABAD","25"
"2010","ANDHRA PRADESH","KARIMNAGAR","56"
"2001","HARYANA","REWARI","23"
"2001","HARYANA","MAHENDRAGARH","21"
"2001","HARYANA","GURGAON","20"
"2012","MADHYA PRADESH","INDORE","64"
"2006","RAJASTHAN","NAGAUR","26"
"2006","RAJASTHAN","JHUNJHUNU","24"
"2001","HARYANA","BHIWANI","16"
"2001","HARYANA","FARIDABAD","14"
"2010","ANDHRA PRADESH","GUNTUR","54"
"2010","ANDHRA PRADESH","NELLORE","43"
"2010","ANDHRA PRADESH","WARANGAL URBAN","42"
"2010","ANDHRA PRADESH","KURNOOL","41"
"2001","HARYANA","AMBALA","11"
"2001","HARYANA","KARNAL","11"
"2006","RAJASTHAN","BHARATPUR","21"
"2001","HARYANA","ROHTAK","10"
"2001","HARYANA","ROHTAK","10"
"2002","HARYANA","KAITHAL","23"
"2006","RAJASTHAN","ALWAR","19"
"2006","RAJASTHAN","BARMER","18"
"2012","MADHYA PRADESH","RAJGARH","58"
"2012","MADHYA PRADESH","RAJGARH","58"
"2012","MADHYA PRADESH","UJJAIN","35"
"2012","MADHYA PRADESH","SAGAR","34"
"2012","MADHYA PRADESH","SHIVPURI","31"
"2007","RAJASTHAN","BHARATPUR","50"
"2007","RAJASTHAN","CHITTORGARH","46"
"2010","ANDHRA PRADESH","KHAMMAM","38"
"2007","RAJASTHAN","JAIPUR RURAL","44"
"2002","HARYANA","GURGAON","23"
"2007","RAJASTHAN","UDAIPUR","44"
"2007","RAJASTHAN","KARAULI","36"
"2010","ANDHRA PRADESH","CUDDAPAH","37"
"2012","MADHYA PRADESH","REWA","30"
"2002","HARYANA","BHIWANI","20"
"2002","HARYANA","MAHENDRAGARH","19"
"2002","HARYANA","REWARI","15"
"2007","RAJASTHAN","JHUNJHUNU","33"
"2012","MADHYA PRADESH","CHHINDWARA","28"
"2012","MADHYA PRADESH","GUNA","26"
"2002","HARYANA","ROHTAK","13"
"2007","RAJASTHAN","ALWAR","32"
"2007","RAJASTHAN","JALORE","29"
"2002","HARYANA","ROHTAK","13"
"2010","ANDHRA PRADESH","MAHABOOBNAGAR","37"
"2011","ANDHRA PRADESH","MAHABOOBNAGAR","76"
"2011","ANDHRA PRADESH","KARIMNAGAR","73"
"2007","RAJASTHAN","DAUSA","27"
"2007","RAJASTHAN","JHALAWAR","26"
"2002","HARYANA","FARIDABAD","12"
"2011","ANDHRA PRADESH","MEDAK","62"
"2011","ANDHRA PRADESH","NALGONDA","62"
"2002","HARYANA","SONIPAT","11"
"2002","HARYANA","AMBALA","10"
"2008","RAJASTHAN","CHITTORGARH","43"
"2008","RAJASTHAN","UDAIPUR","36"
"2011","ANDHRA PRADESH","CHITTOOR","57"
"2008","RAJASTHAN","ALWAR","32"
"2012","MADHYA PRADESH","DHAR","26"
"2008","RAJASTHAN","JAIPUR RURAL","32"
"2011","ANDHRA PRADESH","NELLORE","51"
"2008","RAJASTHAN","BANSWARA","31"
"2003","HARYANA","BHIWANI","13"
"2003","HARYANA","FARIDABAD","12"
"2008","RAJASTHAN","JALORE","28"
"2012","MADHYA PRADESH","GUNA","26"
"2008","RAJASTHAN","JHALAWAR","26"
"2003","HARYANA","AMBALA","9"
"2003","HARYANA","REWARI","9"
"2008","RAJASTHAN","SIKAR","24"
"2011","ANDHRA PRADESH","HYDERABAD CITY","50"
"2008","RAJASTHAN","BARMER","23"
"2008","RAJASTHAN","DUNGARPUR","23"
"2011","ANDHRA PRADESH","KRISHNA","50"
"2001","MAHARASHTRA","NAGPUR RURAL","81"
"2001","MAHARASHTRA","NAGPUR RURAL","81"
"2009","RAJASTHAN","JHALAWAR","34"
"2003","HARYANA","SONIPAT","9"
"2003","HARYANA","GURGAON","9"
"2003","HARYANA","SIRSA","8"
"2011","ANDHRA PRADESH","CYBERABAD","49"
"2003","HARYANA","KARNAL","8"
"2001","MAHARASHTRA","BULDHANA","69"
"2009","RAJASTHAN","UDAIPUR","33"
"2011","ANDHRA PRADESH","KURNOOL","45"
"2012","ANDHRA PRADESH","HYDERABAD CITY","101"
"2012","ANDHRA PRADESH","NALGONDA","70"
"2012","ANDHRA PRADESH","KARIMNAGAR","63"
"2012","ANDHRA PRADESH","MEDAK","52"
"2009","RAJASTHAN","BARMER","28"
"2009","RAJASTHAN","JAIPUR RURAL","26"
